# SSSP Tree from source 1
# Vertex	Distance	Parent
2099	2	576
2100	2	576
2101	2	766
2102	2	634
2103	2	34
2104	1	1
2105	1	1
2106	2	83
2107	2	2680
2108	2	21
2109	2	4034
2110	2	279
2111	2	3850
2112	2	34
2113	2	75
2114	2	20
2115	2	20
2116	2	20
2117	2	20
2118	2	20
2119	2	20
2120	2	20
2121	2	20
2122	2	20
2123	2	20
2124	2	20
2125	2	20
2126	2	20
2127	2	20
2128	2	20
2129	2	20
2130	2	20
2131	2	20
2132	2	20
2133	2	20
2134	2	20
2135	2	20
2136	2	20
2137	2	20
2138	2	20
2139	2	20
2140	2	20
2141	2	20
2142	2	20
2143	2	20
2144	1	1
2145	2	20
2146	2	20
2147	2	20
2148	2	20
2149	2	20
2150	2	20
2151	2	20
2152	2	20
2153	2	20
2154	2	20
2155	2	20
2156	2	20
2157	2	20
2158	2	20
2159	2	20
2160	2	20
2161	2	20
2162	2	20
2163	2	20
2164	2	20
2165	2	20
2166	2	20
2167	1	1
2168	1	1
2169	1	1
2170	2	20
2171	2	20
2172	2	20
2173	2	20
2174	2	20
2175	2	20
2176	2	20
2177	2	20
2178	2	20
2179	2	20
2180	2	20
2181	2	20
2182	2	20
2183	2	20
2184	2	20
2185	2	20
2186	2	20
2187	2	20
2188	2	20
2189	2	20
2190	2	20
2191	2	20
2192	2	20
2193	2	20
2194	2	20
2195	2	20
2196	2	20
2197	1	1
2198	2	20
2199	2	20
2200	2	20
2201	2	20
2202	1	1
2203	1	1
2204	2	20
2205	1	1
2206	2	20
2207	2	20
2208	2	20
2209	2	20
2210	2	20
2211	2	20
2212	2	20
2213	2	20
2214	2	20
2215	2	766
2216	2	725
2217	2	34
2218	2	352
2219	2	21
2220	2	350
2221	2	34
2222	2	766
2223	2	766
2224	2	34
2225	2	21
2226	2	34
2227	2	735
2228	2	789
2229	2	738
2230	2	5919
2231	2	725
2232	2	735
2233	2	21
2234	2	738
2235	2	663
2236	2	738
2237	2	725
2238	2	21
2239	2	1518
2240	2	2168
2241	2	3850
2242	2	21
2243	2	565
2244	2	352
2245	2	21
2246	1	1
2247	2	728
2248	2	21
2249	2	102
2250	2	21
2251	2	1518
2252	2	728
2253	2	102
2254	2	75
2255	2	766
2256	1	1
2257	2	21
2258	2	725
2259	2	21
2260	2	689
2261	2	21
2262	2	21
2263	2	21
2264	2	663
2265	2	349
2266	2	21
2267	2	728
2268	2	645
2269	2	21
2270	1	1
2271	2	21
2272	2	728
2273	2	21
2274	1	1
2275	1	1
2276	2	723
2277	2	34
2278	2	723
2279	1	1
2280	2	21
2281	2	766
2282	2	723
2283	2	21
2284	2	34
2285	2	74
2286	2	1234
2287	2	766
2288	2	1455
2289	2	28
2290	2	34
2291	2	34
2292	2	663
2293	2	21
2294	2	649
2295	2	21
2296	2	21
2297	2	21
2298	2	21
2299	2	21
2300	2	21
2301	2	34
2302	2	3850
2303	2	75
2304	2	353
2305	2	766
2306	2	145
2307	2	684
2308	2	54
2309	2	766
2310	2	34
2311	2	645
2312	2	279
2313	2	34
2314	2	67
2315	2	725
2316	2	34
2317	2	34
2318	2	694
2319	2	766
2320	2	684
2321	2	546
2322	2	725
2323	2	145
2324	2	54
2325	2	645
2326	2	279
2327	2	576
2328	2	34
2329	2	340
2330	2	300
2331	2	727
2332	2	1024
2333	2	645
2334	2	34
2335	2	725
2336	2	34
2337	2	34
2338	2	725
2339	2	75
2340	2	5262
2341	2	725
2342	2	350
2343	2	87
2344	2	350
2345	2	663
2346	2	145
2347	3	6864
2348	2	766
2349	2	345
2350	2	232
2351	2	28
2352	2	74
2353	2	237
2354	3	22
2355	2	33
2356	1	1
2357	3	22
2358	2	317
2359	2	645
2360	3	71388
2361	2	493
2362	2	10
2363	2	336
2364	2	341
2365	2	34
2366	2	345
2367	2	735
2368	2	492
2369	2	349
2370	2	645
2371	2	725
2372	2	565
2373	2	735
2374	2	663
2375	2	75
2376	2	101
2377	2	766
2378	2	415
2379	2	735
2380	2	645
2381	2	727
2382	2	725
2383	2	34
2384	2	634
2385	2	2098
2386	2	1455
2387	2	145
2388	2	395
2389	2	145
2390	2	443
2391	2	645
2392	2	34
2393	2	340
2394	2	637
2395	2	24
2396	2	645
2397	2	24
2398	2	2978
2399	2	24
2400	2	102
2401	2	77
2402	2	550
2403	2	4202
2404	2	339
2405	2	349
2406	2	550
2407	2	24
2408	2	34
2409	2	87
2410	2	738
2411	2	738
2412	2	34
2413	2	645
2414	2	725
2415	2	645
2416	2	77
2417	2	102
2418	2	83
2419	2	34
2420	2	102
2421	2	728
2422	2	723
2423	2	34
2424	2	459
2425	2	2275
2426	2	563
2427	2	735
2428	2	789
2429	2	555
2430	2	34
2431	2	3120
2432	2	102
2433	2	34
2434	2	25
2435	2	738
2436	2	725
2437	2	34
2438	2	25
2439	2	735
2440	2	735
2441	2	492
2442	2	645
2443	2	25
2444	2	459
2445	2	34
2446	2	725
2447	2	25
2448	2	350
2449	2	75
2450	2	350
2451	2	766
2452	2	25
2453	2	704
2454	2	389
2455	2	350
2456	2	29
2457	2	563
2458	2	136
2459	2	443
2460	2	5173
2461	2	727
2462	2	763
2463	2	565
2464	1	1
2465	2	2805
2466	2	25
2467	2	31
2468	2	645
2469	2	645
2470	1	1
2471	2	4017
2472	2	549
2473	2	25
2474	2	25
2475	2	645
2476	2	1455
2477	2	634
2478	2	34
2479	2	493
2480	2	295
2481	2	725
2482	2	684
2483	2	634
2484	2	25
2485	2	34
2486	2	25
2487	2	34
2488	1	1
2489	2	25
2490	2	34
2491	2	34
2492	2	4572
2493	2	34
2494	2	728
2495	2	75
2496	2	684
2497	2	34
2498	2	352
2499	2	34
2500	2	10
2501	2	10
2502	1	1
2503	2	3850
2504	1	1
2505	2	493
2506	2	563
2507	2	34
2508	2	34
2509	2	34
2510	2	28
2511	2	738
2512	2	789
2513	2	738
2514	2	34
2515	2	725
2516	2	34
2517	2	102
2518	2	645
2519	3	26
2520	3	791
2521	2	102
2522	2	546
2523	2	411
2524	3	26
2525	1	1
2526	2	34
2527	2	625
2528	2	75
2529	2	625
2530	2	27
2531	2	2098
2532	3	26
2533	3	26
2534	3	3415
2535	2	2168
2536	2	645
2537	2	789
2538	2	102
2539	2	586
2540	2	645
2541	2	449
2542	2	645
2543	2	625
2544	2	766
2545	2	136
2546	2	738
2547	2	74
2548	2	766
2549	2	5056
2550	2	101
2551	2	663
2552	2	645
2553	2	75
2554	2	350
2555	2	317
2556	2	789
2557	2	766
2558	2	34
2559	2	5173
2560	2	4549
2561	2	34
2562	2	350
2563	2	34
2564	1	1
2565	2	34
2566	2	728
2567	2	27
2568	2	27
2569	2	27
2570	2	2958
2571	2	555
2572	2	549
2573	2	1059
2574	2	20
2575	2	27
2576	2	34
2577	2	789
2578	2	27
2579	2	535
2580	2	684
2581	2	74
2582	2	137
2583	2	27
2584	2	4199
2585	2	27
2586	2	27
2587	2	320
2588	2	127
2589	2	634
2590	2	663
2591	2	663
2592	2	27
2593	2	27
2594	2	3559
2595	2	27
2596	2	27
2597	2	27
2598	2	27
2599	2	563
2600	2	27
2601	2	9740
2602	2	565
2603	2	71
2604	2	27
2605	1	1
2606	2	33
2607	2	2275
2608	2	345
2609	2	345
2610	2	27
2611	2	645
2612	2	34
2613	2	27
2614	2	1200
2615	2	663
2616	2	27
2617	2	27
2618	2	27
2619	2	34
2620	2	27
2621	2	27
2622	2	350
2623	2	77
2624	2	27
2625	1	1
2626	2	27
2627	2	34
2628	2	27
2629	2	459
2630	2	102
2631	2	645
2632	2	33
2633	2	74
2634	1	1
2635	2	725
2636	2	1455
2637	2	102
2638	2	738
2639	2	738
2640	2	1518
2641	2	2275
2642	2	34
2643	2	102
2644	2	738
2645	2	766
2646	1	1
2647	2	28
2648	2	352
2649	1	1
2650	2	789
2651	2	34
2652	2	789
2653	2	735
2654	1	1
2655	2	1455
2656	1	1
2657	2	28
2658	2	34
2659	2	728
2660	2	28
2661	2	28
2662	2	28
2663	2	28
2664	2	28
2665	2	28
2666	2	28
2667	2	28
2668	2	28
2669	2	74
2670	2	77
2671	2	34
2672	2	684
2673	2	71
2674	2	28
2675	1	1
2676	2	28
2677	2	28
2678	1	1
2679	2	34
2680	1	1
2681	2	28
2682	2	723
2683	2	28
2684	2	789
2685	2	1455
2686	1	1
2687	2	738
2688	2	28
2689	2	28
2690	2	789
2691	2	1518
2692	2	1455
2693	2	5344
2694	2	34
2695	2	735
2696	2	34
2697	2	738
2698	2	735
2699	1	1
2700	2	645
2701	2	28
2702	2	28
2703	2	102
2704	1	1
2705	2	28
2706	2	28
2707	2	1518
2708	2	725
2709	2	77
2710	2	766
2711	2	74
2712	2	34
2713	2	34
2714	2	2168
2715	2	29
2716	2	65
2717	2	29
2718	2	102
2719	2	29
2720	2	447
2721	2	30
2722	2	29
2723	2	102
2724	2	29
2725	2	136
2726	2	645
2727	2	29
2728	2	789
2729	2	34
2730	2	438
2731	2	29
2732	2	766
2733	2	29
2734	2	2938
2735	2	87
2736	2	34
2737	2	29
2738	2	649
2739	2	34
2740	2	30
2741	2	555
2742	2	29
2743	2	735
2744	1	1
2745	2	29
2746	2	34
2747	1	1
2748	2	725
2749	2	29
2750	2	766
2751	2	102
2752	2	337
2753	2	30
2754	2	34
2755	2	30
2756	2	87
2757	2	74
2758	2	437
2759	2	34
2760	2	30
2761	2	34
2762	2	34
2763	2	30
2764	2	30
2765	2	30
2766	2	555
2767	2	438
2768	2	30
2769	2	74
2770	2	30
2771	2	71399
2772	2	645
2773	2	102
2774	2	30
2775	2	75
2776	2	87
2777	2	30
2778	2	31
2779	2	725
2780	2	31
2781	2	31
2782	2	34
2783	2	31
2784	2	31
2785	2	31
2786	1	1
2787	2	28
2788	2	5056
2789	2	728
2790	2	549
2791	2	766
2792	2	5056
2793	2	279
2794	2	728
2795	2	735
2796	2	34
2797	2	31
2798	2	725
2799	2	31
2800	2	1518
2801	2	31
2802	2	766
2803	2	645
2804	2	728
2805	1	1
2806	2	31
2807	2	31
2808	2	31
2809	2	102
2810	2	645
2811	2	728
2812	2	634
2813	2	75
2814	2	723
2815	2	349
2816	2	725
2817	2	725
2818	2	590
2819	3	15984
2820	2	2279
2821	2	1455
2822	3	1782
2823	2	493
2824	2	1179
2825	3	32
2826	1	1
2827	2	738
2828	3	32
2829	3	716
2830	3	385
2831	3	32
2832	3	1288
2833	2	74
2834	3	32
2835	2	5674
2836	2	650
2837	3	6323
2838	3	2848
2839	2	350
2840	2	634
2841	3	32
2842	3	10212
2843	2	645
2844	3	32
2845	3	2362
2846	3	385
2847	2	67
2848	2	350
2849	2	185
2850	2	67
2851	2	735
2852	3	32
2853	2	136
2854	2	546
2855	2	735
2856	3	32
2857	2	645
2858	2	766
2859	2	725
2860	2	663
2861	2	350
2862	2	738
2863	2	349
2864	2	352
2865	2	350
2866	2	663
2867	1	1
2868	2	345
2869	2	663
2870	2	34
2871	2	75
2872	2	1234
2873	2	4017
2874	2	345
2875	2	33
2876	2	33
2877	2	33
2878	2	33
2879	2	725
2880	2	33
2881	2	33
2882	2	33
2883	2	725
2884	2	725
2885	2	684
2886	2	33
2887	2	33
2888	2	645
2889	2	33
2890	2	33
2891	2	33
2892	2	33
2893	2	5344
2894	2	645
2895	2	54
2896	2	34
2897	2	34
2898	2	34
2899	2	34
2900	2	34
2901	2	34
2902	2	34
2903	2	34
2904	2	34
2905	2	34
2906	2	34
2907	2	34
2908	2	34
2909	2	34
2910	2	34
2911	2	34
2912	2	34
2913	2	34
2914	2	34
2915	2	34
2916	2	34
2917	2	34
2918	2	34
2919	2	34
2920	2	34
2921	2	34
2922	2	34
2923	2	34
2924	2	34
2925	2	34
2926	2	34
2927	2	119
2928	2	34
2929	2	87
2930	2	563
2931	1	1
2932	2	645
2933	2	727
2934	2	323
2935	2	91
2936	2	28
2937	2	493
2938	1	1
2939	2	10
2940	2	438
2941	2	3850
2942	2	2980
2943	2	645
2944	2	329
2945	2	2980
2946	2	102
2947	2	66
2948	2	344
2949	2	789
2950	2	728
2951	2	3234
2952	2	824
2953	2	1690
2954	2	637
2955	2	10
2956	2	3850
2957	2	10
2958	1	1
2959	3	35
2960	2	10
2961	2	75
2962	2	119
2963	2	766
2964	2	75
2965	2	34
2966	2	344
2967	2	728
2968	2	10
2969	2	352
2970	2	766
2971	2	1649
2972	1	1
2973	2	119
2974	2	2938
2975	2	493
2976	2	443
2977	2	352
2978	1	1
2979	2	102
2980	1	1
2981	2	34
2982	2	344
2983	2	102
2984	2	728
2985	2	1540
2986	2	110
2987	2	824
2988	2	645
2989	3	35
2990	2	645
2991	2	3850
2992	2	102
2993	2	555
2994	2	127
2995	2	34
2996	3	35
2997	2	455
2998	2	663
2999	2	725
3000	2	728
3001	3	35
3002	2	145
3003	2	565
3004	2	725
3005	2	279
3006	2	447
3007	2	645
3008	3	35
3009	2	725
3010	3	35
3011	2	77
3012	3	35
3013	3	6871
3014	2	343
3015	2	645
3016	2	725
3017	3	29510
3018	2	31
3019	2	546
3020	3	35
3021	2	565
3022	2	410
3023	2	645
3024	3	35
3025	3	35
3026	2	1029
3027	2	77
3028	2	6159
3029	3	35
3030	2	576
3031	2	71399
3032	2	549
3033	2	645
3034	2	634
3035	2	3850
3036	2	40
3037	2	789
3038	2	2680
3039	1	1
3040	2	663
3041	2	2464
3042	2	704
3043	2	77
3044	2	5173
3045	3	36
3046	3	36
3047	2	645
3048	2	119
3049	2	725
3050	3	36
3051	3	843
3052	2	119
3053	2	119
3054	2	102
3055	2	119
3056	2	119
3057	2	136
3058	2	119
3059	2	1455
3060	2	119
3061	2	119
3062	2	3850
3063	2	127
3064	2	77
3065	1	1
3066	3	245
3067	2	2938
3068	2	763
3069	2	4716
3070	2	763
3071	2	789
3072	2	119
3073	2	725
3074	2	634
3075	2	136
3076	2	102
3077	2	2275
3078	3	36
3079	2	2938
3080	2	2938
3081	3	36
3082	2	728
3083	2	881
3084	2	1455
3085	2	449
3086	2	71
3087	2	449
3088	2	74
3089	2	74
3090	2	102
3091	2	727
3092	2	766
3093	2	119
3094	3	559
3095	2	119
3096	3	36
3097	2	2938
3098	2	563
3099	2	10
3100	2	645
3101	2	645
3102	2	87
3103	2	71
3104	2	1455
3105	2	550
3106	2	102
3107	2	5056
3108	2	75
3109	1	1
3110	2	694
3111	2	1457
3112	2	102
3113	2	634
3114	2	75
3115	2	5919
3116	2	34
3117	2	704
3118	2	2205
3119	2	2279
3120	1	1
3121	2	2197
3122	2	30
3123	2	75
3124	2	71
3125	2	763
3126	2	46
3127	2	645
3128	2	416
3129	2	763
3130	2	433
3131	2	766
3132	2	418
3133	2	550
3134	2	34
3135	2	4804
3136	2	87
3137	2	71399
3138	2	34
3139	2	408
3140	2	5056
3141	2	34
3142	2	34
3143	2	735
3144	2	689
3145	2	3153
3146	2	102
3147	2	689
3148	2	2980
3149	2	71399
3150	2	90
3151	2	4698
3152	2	493
3153	1	1
3154	1	1
3155	2	5919
3156	2	71399
3157	3	6299
3158	2	336
3159	2	735
3160	2	645
3161	2	74
3162	2	645
3163	2	1059
3164	3	38
3165	1	1
3166	3	4955
3167	2	1455
3168	2	102
3169	2	723
3170	2	723
3171	2	1707
3172	2	735
3173	2	725
3174	1	1
3175	2	336
3176	2	663
3177	2	349
3178	2	75
3179	2	2786
3180	1	1
3181	2	350
3182	2	350
3183	2	645
3184	2	350
3185	2	74
3186	2	20
3187	2	727
3188	2	970
3189	2	738
3190	2	39
3191	2	725
3192	2	426
3193	2	27
3194	2	3392
3195	2	330
3196	2	970
3197	2	432
3198	2	550
3199	2	39
3200	2	71399
3201	2	725
3202	2	723
3203	2	345
3204	2	28
3205	2	39
3206	2	342
3207	2	728
3208	2	1275
3209	2	970
3210	1	1
3211	2	1518
3212	1	1
3213	2	663
3214	2	39
3215	2	34
3216	2	102
3217	2	405
3218	2	2704
3219	2	75
3220	2	735
3221	2	39
3222	2	970
3223	2	704
3224	2	1455
3225	2	352
3226	2	75
3227	2	319
3228	2	789
3229	2	970
3230	2	3234
3231	2	344
3232	2	970
3233	1	1
3234	1	1
3235	2	645
3236	2	586
3237	2	39
3238	2	970
3239	2	102
3240	2	728
3241	2	645
3242	2	39
3243	2	39
3244	2	39
3245	2	634
3246	2	39
3247	2	39
3248	2	634
3249	2	3850
3250	2	1518
3251	2	40
3252	2	492
3253	2	645
3254	2	645
3255	2	645
3256	2	766
3257	2	279
3258	2	766
3259	2	427
3260	1	1
3261	2	766
3262	2	2168
3263	2	329
3264	2	1455
3265	2	40
3266	2	645
3267	2	102
3268	2	77
3269	2	766
3270	2	74
3271	2	77
3272	2	766
3273	2	34
3274	2	789
3275	2	766
3276	2	352
3277	2	352
3278	2	735
3279	2	34
3280	2	735
3281	2	352
3282	2	6174
3283	2	649
3284	2	735
3285	2	1455
3286	2	735
3287	2	634
3288	2	40
3289	2	40
3290	2	40
3291	2	2205
3292	2	725
3293	2	645
3294	2	1540
3295	2	40
3296	2	40
3297	2	342
3298	2	58
3299	2	329
3300	2	727
3301	2	789
3302	2	349
3303	2	40
3304	2	46
3305	2	40
3306	2	725
3307	2	40
3308	2	563
3309	2	513
3310	2	411
3311	2	738
3312	2	40
3313	2	449
3314	2	369
3315	2	634
3316	2	342
3317	2	40
3318	2	40
3319	2	369
3320	2	40
3321	2	2168
3322	3	41
3323	3	12307
3324	3	2303
3325	2	74
3326	3	41
3327	2	704
3328	2	63
3329	2	492
3330	3	41
3331	2	725
3332	3	41
3333	2	349
3334	3	41
3335	3	41
3336	3	2718
3337	3	8972
3338	2	645
3339	2	34
3340	2	645
3341	2	645
3342	3	41
3343	3	3658
3344	2	1537
3345	2	352
3346	2	649
3347	2	423
3348	2	1014
3349	1	1
3350	2	349
3351	2	405
3352	1	1
3353	2	663
3354	2	74
3355	3	42
3356	3	2528
3357	2	424
3358	2	102
3359	1	1
3360	2	645
3361	2	766
3362	2	295
3363	2	212
3364	2	43
3365	1	1
3366	2	449
3367	2	75
3368	2	350
3369	2	839
3370	2	704
3371	2	645
3372	2	645
3373	2	75
3374	2	645
3375	2	436
3376	2	34
3377	2	766
3378	2	180
3379	1	1
3380	2	645
3381	2	31
3382	2	27
3383	2	563
3384	2	342
3385	2	763
3386	2	650
3387	2	295
3388	2	645
3389	2	839
3390	2	443
3391	2	446
3392	1	1
3393	2	645
3394	2	738
3395	2	735
3396	3	44
3397	3	4081
3398	2	4017
3399	3	5796
3400	3	44
3401	2	5262
3402	2	4547
3403	2	3850
3404	2	102
3405	2	738
3406	3	12353
3407	3	44
3408	2	2279
3409	2	4202
3410	2	738
3411	2	725
3412	2	725
3413	2	735
3414	2	34
3415	2	87
3416	2	71399
3417	2	5905
3418	2	451
3419	2	352
3420	2	34
3421	2	2686
3422	1	1
3423	2	512
3424	2	837
3425	2	3850
3426	3	31022
3427	2	763
3428	2	5280
3429	2	738
3430	3	44
3431	2	3850
3432	2	576
3433	2	1626
3434	2	512
3435	3	938
3436	3	44
3437	2	586
3438	2	20
3439	2	493
3440	1	1
3441	2	3924
3442	2	2704
3443	3	21778
3444	3	44
3445	2	645
3446	3	44
3447	3	44
3448	2	766
3449	3	44
3450	3	2111
3451	2	58
3452	2	634
3453	2	763
3454	1	1
3455	2	133
3456	3	44
3457	2	77
3458	2	3850
3459	2	102
3460	3	44
3461	2	3825
3462	2	766
3463	2	766
3464	2	5624
3465	2	1690
3466	3	44
3467	2	704
3468	3	44
3469	3	5140
3470	3	44
3471	2	101
3472	3	44
3473	2	1518
3474	2	663
3475	2	71399
3476	2	27
3477	2	663
3478	3	44
3479	2	34
3480	3	44
3481	3	44
3482	2	77
3483	1	1
3484	2	65
3485	2	789
3486	3	44
3487	2	766
3488	2	34
3489	2	3850
3490	3	44
3491	2	34
3492	2	374
3493	2	390
3494	2	426
3495	3	44
3496	2	459
3497	2	645
3498	2	433
3499	2	738
3500	2	352
3501	2	4017
3502	1	1
3503	2	4017
3504	2	738
3505	2	34
3506	2	2686
3507	2	3850
3508	3	44
3509	2	71399
3510	2	738
3511	2	735
3512	1	1
3513	2	92
3514	2	738
3515	2	34
3516	3	44
3517	2	3924
3518	3	44
3519	2	738
3520	2	4017
3521	2	6582
3522	2	136
3523	2	738
3524	3	791
3525	2	127
3526	3	791
3527	2	738
3528	3	44
3529	3	44
3530	3	44
3531	2	738
3532	3	44
3533	2	1626
3534	2	738
3535	2	1379
3536	2	1518
3537	3	44
3538	3	854
3539	2	645
3540	1	1
3541	2	645
3542	2	5674
3543	2	136
3544	2	346
3545	2	684
3546	2	576
3547	2	445
3548	2	3180
3549	2	725
3550	2	75
3551	2	54
3552	2	87
3553	2	343
3554	2	735
3555	2	1234
3556	2	5674
3557	2	723
3558	2	645
3559	1	1
3560	2	34
3561	2	5674
3562	2	71399
3563	2	3850
3564	2	102
3565	2	549
3566	3	45
3567	2	970
3568	2	317
3569	3	45
3570	2	3850
3571	3	45
3572	2	2098
3573	3	4303
3574	3	3092
3575	2	75
3576	2	74
3577	2	31
3578	2	5423
3579	1	1
3580	2	34
3581	2	1510
3582	2	2680
3583	2	34
3584	2	3871
3585	2	34
3586	2	694
3587	3	9143
3588	2	789
3589	2	723
3590	2	65
3591	2	4017
3592	2	3850
3593	2	766
3594	2	723
3595	2	34
3596	2	136
3597	1	1
3598	2	46
3599	2	352
3600	2	964
3601	2	704
3602	2	956
3603	2	71
3604	2	46
3605	2	451
3606	2	645
3607	2	46
3608	2	645
3609	2	46
3610	2	46
3611	2	645
3612	2	74
3613	2	46
3614	2	46
3615	2	332
3616	2	61
3617	2	46
3618	2	46
3619	2	46
3620	2	46
3621	2	449
3622	2	46
3623	2	46
3624	2	434
3625	2	350
3626	2	349
3627	2	46
3628	2	46
3629	2	342
3630	2	728
3631	2	725
3632	2	349
3633	2	645
3634	2	34
3635	2	46
3636	2	508
3637	2	440
3638	2	46
3639	2	105
3640	2	46
3641	2	634
3642	2	340
3643	2	46
3644	2	735
3645	2	323
3646	2	46
3647	2	725
3648	2	46
3649	2	727
3650	2	634
3651	2	46
3652	2	34
3653	2	46
3654	2	46
3655	2	1455
3656	2	663
3657	2	46
3658	2	27
3659	2	459
3660	2	735
3661	2	46
3662	2	725
3663	2	46
3664	2	440
3665	2	409
3666	2	1059
3667	2	590
3668	2	46
3669	2	336
3670	2	46
3671	2	46
3672	2	550
3673	2	345
3674	2	459
3675	2	75
3676	2	645
3677	2	723
3678	2	704
3679	2	789
3680	2	48
3681	2	645
3682	2	48
3683	2	645
3684	2	738
3685	2	2680
3686	2	645
3687	2	75
3688	2	87
3689	2	684
3690	2	102
3691	2	348
3692	2	74
3693	2	454
3694	2	2680
3695	2	67
3696	2	154
3697	2	48
3698	2	48
3699	2	48
3700	2	48
3701	2	87
3702	2	67
3703	2	5674
3704	2	728
3705	2	48
3706	2	586
3707	2	735
3708	2	48
3709	2	586
3710	2	48
3711	2	105
3712	2	443
3713	2	48
3714	2	789
3715	2	766
3716	2	352
3717	2	395
3718	2	1455
3719	2	1234
3720	2	1234
3721	2	586
3722	2	1494
3723	2	75
3724	3	238
3725	3	49
3726	2	324
3727	3	1720
3728	3	49
3729	3	49
3730	2	689
3731	2	374
3732	2	395
3733	3	49
3734	2	92
3735	3	1741
3736	3	49
3737	2	645
3738	2	350
3739	2	1029
3740	3	49
3741	2	440
3742	2	546
3743	2	725
3744	2	295
3745	3	241
3746	3	49
3747	3	5818
3748	2	401
3749	2	534
3750	2	136
3751	2	766
3752	2	546
3753	3	49
3754	2	1518
3755	2	956
3756	3	49
3757	3	9261
3758	2	546
3759	2	634
3760	3	49
3761	3	4799
3762	2	696
3763	2	440
3764	3	49
3765	2	645
3766	2	34
3767	3	49
3768	3	7579
3769	2	71399
3770	2	350
3771	2	395
3772	2	766
3773	2	735
3774	2	649
3775	3	3207
3776	3	49
3777	2	1179
3778	2	738
3779	2	645
3780	2	34
3781	3	49
3782	2	563
3783	2	5056
3784	2	212
3785	2	34
3786	3	49
3787	3	19519
3788	3	6622
3789	2	4880
3790	2	1440
3791	3	50
3792	2	2680
3793	3	50
3794	2	393
3795	2	475
3796	3	50
3797	2	34
3798	3	50
3799	3	50
3800	3	702
3801	2	634
3802	3	1979
3803	2	27
3804	3	50
3805	2	102
3806	2	133
3807	2	71399
3808	3	50
3809	2	645
3810	2	87
3811	2	34
3812	3	51
3813	3	51
3814	2	2144
3815	3	1191
3816	2	684
3817	2	725
3818	2	359
3819	2	447
3820	3	51
3821	3	51
3822	2	2680
3823	2	96
3824	3	51
3825	1	1
3826	2	34
3827	2	1455
3828	2	102
3829	2	1620
3830	2	34
3831	2	2168
3832	2	34
3833	2	34
3834	2	645
3835	2	34
3836	2	34
3837	2	735
3838	2	71399
3839	2	1537
3840	2	1455
3841	2	738
3842	3	53
3843	2	576
3844	2	634
3845	2	336
3846	3	53
3847	2	34
3848	2	34
3849	2	3174
3850	1	1
3851	2	30
3852	2	1518
3853	2	1059
3854	1	1
3855	3	791
3856	2	5306
3857	2	1059
3858	2	136
3859	2	738
3860	2	1059
3861	2	738
3862	2	2649
3863	2	5306
3864	2	34
3865	1	1
3866	2	4017
3867	1	1
3868	2	4017
3869	2	1455
3870	2	898
3871	1	1
3872	2	650
3873	1	1
3874	2	3850
3875	2	2168
3876	1	1
3877	2	7372
3878	2	2275
3879	2	2168
3880	2	77
3881	2	650
3882	2	2197
3883	2	2168
3884	2	54
3885	2	1059
3886	2	28
3887	2	738
3888	2	735
3889	2	9087
3890	3	4805
3891	2	4004
3892	2	2275
3893	2	898
3894	2	1432
3895	2	898
3896	2	789
3897	2	789
3898	2	7418
3899	2	34
3900	2	136
3901	2	34
3902	2	54
3903	2	735
3904	2	54
3905	2	54
3906	2	54
3907	2	54
3908	2	54
3909	2	689
3910	2	54
3911	2	54
3912	2	54
3913	2	54
3914	2	54
3915	2	54
3916	2	54
3917	2	689
3918	2	54
3919	2	54
3920	2	6174
3921	2	766
3922	2	54
3923	2	766
3924	1	1
3925	2	54
3926	2	735
3927	2	54
3928	2	54
3929	2	34
3930	1	1
3931	2	54
3932	2	34
3933	2	54
3934	2	1234
3935	1	1
3936	2	766
3937	2	54
3938	2	1518
3939	2	102
3940	2	54
3941	2	3973
3942	2	2168
3943	2	54
3944	2	1455
3945	2	789
3946	2	352
3947	2	54
3948	2	34
3949	2	54
3950	2	54
3951	2	2275
3952	2	1455
3953	2	1455
3954	1	1
3955	2	2275
3956	2	54
3957	2	54
3958	2	54
3959	2	54
3960	2	102
3961	2	54
3962	2	6174
3963	2	54
3964	2	34
3965	2	54
3966	2	102
3967	2	1455
3968	2	2275
3969	2	352
3970	1	1
3971	2	54
3972	2	4017
3973	1	1
3974	2	54
3975	2	54
3976	2	735
3977	2	447
3978	2	727
3979	2	493
3980	3	55
3981	2	645
3982	2	453
3983	2	824
3984	2	789
3985	2	102
3986	2	1518
3987	2	738
3988	2	102
3989	2	4017
3990	2	738
3991	2	3867
3992	2	3994
3993	2	77
3994	1	1
3995	1	1
3996	2	5262
3997	2	4050
3998	2	576
3999	2	1455
4000	2	429
4001	2	5679
4002	2	1518
4003	2	766
4004	1	1
4005	2	34
4006	2	34
4007	1	1
4008	2	704
4009	2	5344
4010	2	34
4011	3	9057
4012	3	1206
4013	3	1210
4014	3	9600
4015	2	27
4016	2	77
4017	1	1
4018	2	450
4019	2	3865
4020	2	235
4021	2	763
4022	2	65
4023	2	28
4024	2	107
4025	3	57
4026	3	71388
4027	2	725
4028	2	34
4029	3	2939
4030	2	5674
4031	2	766
4032	2	10
4033	2	634
4034	1	1
4035	2	77
4036	2	5674
4037	2	735
4038	2	5919
4039	2	1455
4040	2	1455
4041	1	1
4042	2	16893
4043	2	58
4044	2	58
4045	2	738
4046	2	352
4047	2	5280
4048	2	2197
4049	2	5919
4050	1	1
