# SSSP Tree from source 1
# Vertex	Distance	Parent
49364	3	11240
49365	3	11240
49366	3	11240
49367	3	11240
49368	3	11240
49369	3	11240
49370	3	11240
49371	3	11242
49372	3	11243
49373	3	11243
49374	3	11243
49375	3	11246
49376	3	11246
49377	3	11246
49378	3	13265
49379	3	11246
49380	3	11246
49381	3	11246
49382	3	11246
49383	3	11246
49384	3	11246
49385	3	11248
49386	3	11252
49387	2	600
49388	3	11253
49389	3	11254
49390	3	11256
49391	3	11256
49392	3	11256
49393	3	11256
49394	3	11256
49395	3	11257
49396	2	1620
49397	3	11260
49398	3	11261
49399	3	11262
49400	3	11270
49401	3	11271
49402	3	11271
49403	3	11275
49404	3	11277
49405	3	11278
49406	3	11281
49407	3	11285
49408	3	11287
49409	3	11287
49410	3	11287
49411	3	11287
49412	3	11288
49413	3	11288
49414	3	11288
49415	3	11288
49416	3	11289
49417	3	11289
49418	3	16385
49419	3	11289
49420	3	11289
49421	3	11289
49422	3	11289
49423	3	11289
49424	3	11289
49425	3	11290
49426	2	1440
49427	3	11291
49428	3	791
49429	3	11292
49430	3	11294
49431	3	11296
49432	3	11298
49433	3	12766
49434	3	11298
49435	3	11301
49436	3	11696
49437	3	16050
49438	3	11309
49439	3	11310
49440	3	11310
49441	3	11312
49442	3	11313
49443	3	11319
49444	3	11327
49445	3	11327
49446	3	11328
49447	3	11330
49448	3	11330
49449	3	11330
49450	3	36017
49451	3	11330
49452	3	11330
49453	3	11330
49454	3	11330
49455	2	634
49456	3	11330
49457	3	11330
49458	3	11330
49459	3	11330
49460	3	11332
49461	3	11333
49462	3	11333
49463	3	11333
49464	3	11335
49465	3	11336
49466	3	770
49467	3	11341
49468	3	11342
49469	3	11342
49470	3	11342
49471	3	11342
49472	3	11344
49473	2	71399
49474	3	11349
49475	3	11349
49476	3	11349
49477	3	11349
49478	3	11349
49479	3	20508
49480	3	11576
49481	3	32367
49482	3	11349
49483	3	11352
49484	3	11354
49485	3	11355
49486	3	11355
49487	3	11356
49488	3	11357
49489	3	11362
49490	3	11362
49491	3	11362
49492	3	11362
49493	3	11362
49494	3	11363
49495	3	28890
49496	3	11368
49497	4	11370
49498	3	11376
49499	3	11380
49500	3	11386
49501	3	11386
49502	4	11389
49503	4	11394
49504	4	11394
49505	3	19899
49506	4	11394
49507	3	11395
49508	3.5	2652
49509	4	11396
49510	3	11397
49511	3	11397
49512	3	11402
49513	3	11402
49514	3	11402
49515	3	11402
49516	4	11403
49517	4	11405
49518	3	11409
49519	3	11412
49520	3	18
49521	3	11412
49522	4	11414
49523	3	11417
49524	3	11420
49525	3	11422
49526	3	11424
49527	3	11425
49528	3	11425
49529	3	11425
49530	3	11425
49531	3	737
49532	3	11428
49533	3	11428
49534	3	11428
49535	2	11429
49536	3	11452
49537	2	11429
49538	2	11429
49539	2	11429
49540	2	11429
49541	3	11433
49542	4	11437
49543	4	11439
49544	4	11443
49545	4	11447
49546	3	11454
49547	3	11454
49548	3	11454
49549	3	11454
49550	3	11454
49551	3	11455
49552	3	11456
49553	3	11457
49554	2	2704
49555	3	11462
49556	3	20435
49557	3	11468
49558	4	11472
49559	4	11473
49560	4	11474
49561	3	11475
49562	3	11475
49563	3	36298
49564	3	11478
49565	3	11479
49566	3	11479
49567	2	11480
49568	2	11480
49569	3	11481
49570	2	128
49571	3	11484
49572	3	11489
49573	3	11489
49574	2	71399
49575	3	11493
49576	3	12556
49577	3	11494
49578	3	11495
49579	3	11495
49580	3	11495
49581	3	11496
49582	3	11496
49583	3	11497
49584	3	11497
49585	3	11500
49586	3	11500
49587	3	11501
49588	3	11501
49589	3	11501
49590	3	11501
49591	2	11503
49592	2	11503
49593	2	11503
49594	2	11503
49595	3	11515
49596	3	11515
49597	3	11515
49598	2	11516
49599	3	11519
49600	3	11519
49601	3	11519
49602	3	11519
49603	3	11519
49604	3	11519
49605	3	11519
49606	3	11519
49607	3	11519
49608	3	11519
49609	3	11519
49610	2	11521
49611	4	11522
49612	4	11533
49613	3	11552
49614	4	50140
49615	3	18
49616	3	11537
49617	3	11537
49618	2	145
49619	4	11541
49620	4	11541
49621	4	11541
49622	3	11542
49623	3	11542
49624	3	11542
49625	3	11542
49626	3	11542
49627	3	11543
49628	3	11543
49629	3	14782
49630	3	11545
49631	3	18979
49632	3	11547
49633	3	11550
49634	3	11550
49635	3	11550
49636	4	11553
49637	4	11553
49638	4	11553
49639	4	11553
49640	4	11554
49641	3	11555
49642	3	11555
49643	3	11557
49644	3	5227
49645	3	11557
49646	3	11557
49647	3	11559
49648	3	11560
49649	3	11560
49650	3	11560
49651	3	11560
49652	3	11560
49653	3	11560
49654	3	11562
49655	3	11562
49656	4	11563
49657	4	11563
49658	3	11564
49659	3	11564
49660	3	11564
49661	3	11564
49662	4	11565
49663	3	20503
49664	3	12806
49665	3	11567
49666	3	11567
49667	3	11567
49668	3	11567
49669	3	11567
49670	3	11567
49671	3	11567
49672	3	11567
49673	3	11567
49674	3	11567
49675	3	11567
49676	3	11567
49677	3	11568
49678	3	11568
49679	3	18888
49680	3	11571
49681	3	11571
49682	3	11572
49683	3	11572
49684	3	11573
49685	3	11573
49686	3	11573
49687	2	11574
49688	2	11574
49689	3	11575
49690	3	11575
49691	2	5232
49692	3	11576
49693	3	11576
49694	3	11576
49695	3	11576
49696	3	11576
49697	3	11576
49698	3	11576
49699	3	16248
49700	3	11577
49701	3	11577
49702	3	11569
49703	3	11578
49704	3	11581
49705	3	26417
49706	3	11581
49707	3	11581
49708	3	11581
49709	3	11581
49710	2	21329
49711	3	11581
49712	3	11581
49713	3	33947
49714	3	11581
49715	3	40233
49716	3	11581
49717	3	11583
49718	3	11583
49719	4	24600
49720	3	11586
49721	3	11586
49722	3	11586
49723	3	11586
49724	3	11588
49725	3	11592
49726	3	31927
49727	3	11596
49728	4	11597
49729	3	11600
49730	3	11600
49731	3	11602
49732	2	71399
49733	3	49732
49734	3	11604
49735	3	11605
49736	3	11606
49737	3	11606
49738	3	35
49739	4	11609
49740	4	11609
49741	3	11610
49742	4	11619
49743	4	11619
49744	4	11623
49745	3	11624
49746	3	11624
49747	4	11627
49748	4	11634
49749	3	11635
49750	2	725
49751	4	11636
49752	3	12210
49753	3	11637
49754	3	11637
49755	3	11637
49756	4	11639
49757	3	11640
49758	3	11641
49759	3	11643
49760	3	11643
49761	3	13056
49762	3	19557
49763	3	12914
49764	3	11644
49765	3	11644
49766	3	6871
49767	4	11652
49768	3	11653
49769	4	11654
49770	4	11654
49771	3	11656
49772	3	11656
49773	3	11656
49774	3	11656
49775	3	11656
49776	3	11658
49777	3	11658
49778	3	11658
49779	3	11659
49780	3	11659
49781	3	11659
49782	4	11664
49783	2	22513
49784	3	11669
49785	3	11669
49786	3	11669
49787	3	11669
49788	3	11669
49789	3	11669
49790	3	11671
49791	3	11671
49792	3	11671
49793	3	11677
49794	3	11677
49795	2	11683
49796	2	11683
49797	4	11687
49798	3	11688
49799	3	11688
49800	4	11692
49801	3	11695
49802	3	11695
49803	3	11695
49804	3	11697
49805	3	19335
49806	3	12614
49807	3	11697
49808	3	11699
49809	3	11701
49810	3	11701
49811	3	11703
49812	3	11703
49813	3	11704
49814	3	11704
49815	3	11707
49816	3	11707
49817	3	11712
49818	3	11715
49819	3	44
49820	3	11724
49821	3	11724
49822	3	11724
49823	3	11724
49824	3	11724
49825	3	11724
49826	3	11724
49827	3	11724
49828	3	11724
49829	3	11738
49830	3	11724
49831	3	11724
49832	4	11725
49833	3	11728
49834	2	6003
49835	3	11733
49836	3	19299
49837	3	11734
49838	4	11736
49839	3	11738
49840	3	11738
49841	3	11738
49842	3	43262
49843	4	11741
49844	4	11743
49845	3	11744
49846	3	11744
49847	3	11744
49848	3	11744
49849	3	11744
49850	3	11744
49851	3	29409
49852	3	11744
49853	3	11744
49854	3	11744
49855	3	11744
49856	3	24608
49857	3	11744
49858	3	11744
49859	3	11744
49860	3	11744
49861	2.3	18195
49862	3	11744
49863	3	11744
49864	3	11744
49865	3	11744
49866	3	11744
49867	3	11744
49868	3	11744
49869	3	11744
49870	3	11744
49871	3	11744
49872	3	11744
49873	3	11744
49874	3	11744
49875	3	11744
49876	3	12022
49877	3	11744
49878	3	11744
49879	3	11744
49880	3	11747
49881	3	11747
49882	4	22759
49883	4	11749
49884	3	11750
49885	3	11750
49886	3	11750
49887	3	11750
49888	3	11750
49889	3	11750
49890	3	11750
49891	4	11752
49892	3	11753
49893	3	11753
49894	3	11753
49895	3	11753
49896	3	11753
49897	3	11753
49898	3	11753
49899	3	11753
49900	3	4161
49901	3	18
49902	4	11759
49903	2	11763
49904	2	11763
49905	2	11763
49906	2	11763
49907	3	11764
49908	3	11765
49909	3	11766
49910	3	11766
49911	3	11766
49912	3	11766
49913	3	11769
49914	3	11769
49915	3	11773
49916	2	634
49917	3	11774
49918	3	11774
49919	3	11775
49920	3	11777
49921	3	19993
49922	3	11778
49923	3	11778
49924	3	11778
49925	3	11778
49926	2	21329
49927	2	21329
49928	2	11779
49929	2	11779
49930	2	11779
49931	4	11780
49932	4	11780
49933	4	11780
49934	4	11780
49935	4	11780
49936	4	11780
49937	4	11780
49938	4	11780
49939	4	11780
49940	4	11780
49941	4	11780
49942	4	11780
49943	4	11780
49944	4	11780
49945	4	11780
49946	4	11780
49947	4	11780
49948	4	11780
49949	4	11780
49950	4	11780
49951	4	11780
49952	4	11780
49953	4	11780
49954	4	11780
49955	4	11780
49956	4	11780
49957	4	11780
49958	4	11780
49959	4	11780
49960	4	11780
49961	4	11780
49962	4	11780
49963	4	11780
49964	4	11780
49965	4	11780
49966	4	11780
49967	4	11780
49968	4	11780
49969	4	11780
49970	4	11780
49971	4	11780
49972	4	11780
49973	3	1596
49974	3	16417
49975	3	11783
49976	3	11785
49977	4	11788
49978	4	11788
49979	4	11788
49980	4	11788
49981	4	11788
49982	4	11789
49983	4	11789
49984	4	11789
49985	4	11789
49986	4	11789
49987	3	973
49988	3	11790
49989	3	16739
49990	3	11790
49991	3	13723
49992	4	11791
49993	4	19110
49994	4	11792
49995	4	11792
49996	4	30021
49997	3	18
49998	4	11796
49999	4	11796
50000	3	11797
50001	4	11799
50002	3	11801
50003	2	5232
50004	3	11801
50005	3	11801
50006	3	11801
50007	3	11809
50008	3	11810
50009	3	11810
50010	3	11811
50011	3	11811
50012	3	11812
50013	3	11812
50014	3	11812
50015	3	11812
50016	2	11813
50017	3	11818
50018	3	11818
50019	3	11819
50020	3	11819
50021	3	11819
50022	4	11822
50023	4	11823
50024	4	11823
50025	2.2	73425
50026	4	11825
50027	4	11827
50028	4	11832
50029	3	13265
50030	4	11832
50031	4	11832
50032	4	11832
50033	3	11834
50034	3	11834
50035	3	11834
50036	3	38645
50037	3	11844
50038	3	11844
50039	3	11844
50040	3	11844
50041	3	11845
50042	3	11845
50043	2	824
50044	3	11852
50045	3	11852
50046	3	11857
50047	3	11861
50048	3	11861
50049	3	11863
50050	3	11863
50051	3	11868
50052	3	11868
50053	3	11868
50054	3	11868
50055	3	11868
50056	3	11868
50057	3	11868
50058	3	11868
50059	3	11868
50060	3	11868
50061	3	11868
50062	3	11871
50063	3	11872
50064	3	11872
50065	3	11874
50066	3	11874
50067	3	11874
50068	3	11875
50069	3	11875
50070	3	11876
50071	3	11876
50072	3	11876
50073	3	11876
50074	3	18
50075	3	11883
50076	3	11884
50077	3	11884
50078	3	11884
50079	3	11884
50080	3	11884
50081	3	11884
50082	3	11884
50083	3	11884
50084	3	38328
50085	3	11884
50086	3	11885
50087	3	11887
50088	3	11895
50089	3	11898
50090	3	11901
50091	3	11901
50092	3	11901
50093	4	11904
50094	4	11904
50095	4	11905
50096	4	11906
50097	3	11908
50098	4	11909
50099	3.2	11402
50100	3	11912
50101	3	24283
50102	3	11912
50103	3	11912
50104	3	11912
50105	3	11915
50106	3	11915
50107	3	11915
50108	3	11915
50109	3	11915
50110	3	11915
50111	3	26045
50112	4	11917
50113	3	12213
50114	4	11918
50115	3	11920
50116	4	11921
50117	4	11921
50118	4	66310
50119	3	11940
50120	3	11940
50121	3	11940
50122	3	11940
50123	3	11940
50124	2	145
50125	3	11941
50126	3	11941
50127	3	11941
50128	3	11941
50129	2	28
50130	3	11943
50131	3	11943
50132	3	11943
50133	3	11945
50134	3	11945
50135	3	11946
50136	3	11947
50137	3	11949
50138	3	11949
50139	3	11949
50140	3	11949
50141	3	11949
50142	3	11953
50143	3	11956
50144	3	11956
50145	3	11959
50146	3	11963
50147	3	11963
50148	3	11964
50149	3	11965
50150	3	14948
50151	3	11965
50152	3	11965
50153	3	11967
50154	3	11967
50155	3	17171
50156	3	11967
50157	3	11967
50158	3	11967
50159	3	11967
50160	3	11967
50161	3	11967
50162	3	11967
50163	3	11967
50164	3	11968
50165	3	11968
50166	3	11968
50167	3	11968
50168	3	11968
50169	3	11968
50170	3	11968
50171	3	11968
50172	3	11968
50173	3	11968
50174	3	11968
50175	3	11968
50176	3	11968
50177	3	11968
50178	3	11968
50179	3	11969
50180	3	11969
50181	3	11969
50182	3	11969
50183	3	11972
50184	3	11972
50185	3	11972
50186	3	11972
50187	3	11972
50188	3	11972
50189	3	11972
50190	3	11972
50191	3	11972
50192	3	11978
50193	3	11978
50194	3	11979
50195	3	11983
50196	3	11987
50197	3	11987
50198	3	11987
50199	3	11987
50200	3	11987
50201	3	11987
50202	3	11987
50203	3	11987
50204	3	11987
50205	3	11989
50206	3	11989
50207	3	11991
50208	3	790
50209	3	33212
50210	3	11999
50211	3	12002
50212	3	12002
50213	3	12008
50214	3	12008
50215	3	12008
50216	3	12008
50217	3	12008
50218	3	12008
50219	3	12008
50220	3	12008
50221	3	12016
50222	3	12016
50223	3	12016
50224	3	12019
50225	3	12019
50226	3	12022
50227	2	107
50228	3	19770
50229	3	12024
50230	3	12023
50231	3	12023
50232	3	12023
50233	3	12023
50234	3	12023
50235	3	12023
50236	3	12023
50237	3	12023
50238	3	41254
50239	3	12024
50240	4	12028
50241	4	12028
50242	3	12030
50243	3	12030
50244	4	12032
50245	4	12032
50246	4	12032
50247	4	12032
50248	3	12033
50249	3	12033
50250	3	12034
50251	3	12034
50252	3	5224
50253	3	12037
50254	3	12037
50255	4	12046
50256	4	12046
50257	4	12048
50258	4	12048
50259	4	12050
50260	3	12052
50261	3	12052
50262	3	12052
50263	3	12052
50264	4	12055
50265	4	12057
50266	4	12057
50267	4	12057
50268	2	21171
50269	3	12058
50270	3	12058
50271	3	14437
50272	3	12058
50273	3	50268
50274	3	50268
50275	3	12058
50276	3	12058
50277	3	12058
50278	3	12058
50279	3	64
50280	3	12058
50281	3	12058
50282	3	50268
50283	3	50268
50284	3	50268
50285	3	50268
50286	3	50268
50287	3	12058
50288	3	50268
50289	3	12058
50290	3	50268
50291	3	50268
50292	3	50268
50293	3	50268
50294	3	50268
50295	3	50268
50296	3	50268
50297	3	50268
50298	3	50268
50299	3	50268
50300	3	50268
50301	3	50268
50302	3	50268
50303	3	50268
50304	3	12058
50305	3	12058
50306	4	12062
50307	4	12062
50308	4	12062
50309	4	12062
50310	4	38695
50311	3	12066
50312	3	12066
50313	3	12066
50314	3	12066
50315	3	12066
50316	3	12066
50317	3	12066
50318	3	12066
50319	3	12066
50320	3	12066
50321	3	12068
50322	3	22274
50323	3	12068
50324	3	20211
50325	3	12068
50326	3	28198
50327	4	12071
50328	4	12072
50329	4	12079
50330	3	17238
50331	2	1247
50332	3	12089
50333	4	12093
50334	4	12095
50335	3	12096
50336	3	12096
50337	3	12096
50338	4	12097
50339	4	12101
50340	4	12102
50341	3	16248
50342	4	12105
50343	4	12105
50344	3	12106
50345	3	12106
50346	4	12109
50347	3	12111
50348	4	12112
50349	4	12112
50350	4	12112
50351	4	12112
50352	4	12112
50353	3	4092
50354	4	12117
50355	4	12120
50356	3	12126
50357	3	12126
50358	3	23672
50359	3	12133
50360	2	1669
50361	2	1669
50362	3	18681
50363	4	12141
50364	4	12156
50365	3	12162
50366	3	12162
50367	3	12164
50368	4	12167
50369	4	12167
50370	4	12168
50371	4	12169
50372	4	30974
50373	3	12173
50374	3	12173
50375	3	12173
50376	4	12175
50377	3	12179
50378	3	29410
50379	3	12181
50380	3	12181
50381	3	12181
50382	3	12181
50383	3	12181
50384	3	12181
50385	4	12186
50386	4	12186
50387	4	12186
50388	4	12199
50389	2	650
50390	3	12191
50391	4	12195
50392	3	12596
50393	3	12197
50394	3	12197
50395	3	12198
50396	3	12198
50397	3	12198
50398	3	21983
50399	3	12198
50400	4	12199
50401	4	12200
50402	3	12204
50403	3	12204
50404	3	12207
50405	3	12207
50406	3	12207
50407	2	5232
50408	3	12208
50409	3	12210
50410	3	12211
50411	3	56746
50412	3	12212
50413	3	12212
50414	4	12216
50415	3	12218
50416	3	12219
50417	3	12221
50418	3	12222
50419	3	12222
50420	3	27572
50421	4	12223
50422	4	12223
50423	4	26761
50424	4	12224
50425	3	22232
50426	3	12229
50427	3	12229
50428	3	12229
50429	4	12231
50430	4	12231
50431	4	12231
50432	4	12231
50433	4	12231
50434	4	12231
50435	4	12231
50436	4	12231
50437	4	12231
50438	4	45840
50439	4	12231
50440	4	12231
50441	3	12232
50442	2.2	71972
50443	3	12232
50444	3	12232
50445	3	12232
50446	3	12232
50447	3	12234
50448	4	12239
50449	4	12239
50450	4	12239
50451	4	12239
50452	4	12239
50453	4	12239
50454	4	12239
50455	4	12239
50456	3	12241
50457	3	12241
50458	3	12242
50459	3	12244
50460	3	12244
50461	3	12244
50462	3	12244
50463	3	12244
50464	3	12245
50465	3	12245
50466	3	12245
50467	3	12245
50468	3	12253
50469	3	12249
50470	3	12249
50471	3	12249
50472	3	12249
50473	4	12250
50474	3	12251
50475	4	12252
50476	3	12253
50477	3	12253
50478	3	12255
50479	3	12255
50480	4	12260
50481	3	12263
50482	3	12265
50483	2	65
50484	4	12267
50485	3	38092
50486	3	12269
50487	3	12269
50488	3	12269
50489	3	12269
50490	4	12271
50491	3	12272
50492	3	71423
50493	4	12282
50494	4	12282
50495	4	12282
50496	4	12282
50497	4	12282
50498	3	12285
50499	3	12285
50500	3	12286
50501	3	12289
50502	3	12289
50503	3	12289
50504	3	12295
50505	3	12301
50506	3	12301
50507	3	12302
50508	3	12306
50509	3	12306
50510	3	12306
50511	3	12307
50512	3	12307
50513	3	12307
50514	3	12307
50515	3	12307
50516	3	12311
50517	3	12311
50518	3	12311
50519	3	12312
50520	3	12315
50521	4	12319
50522	4	12319
50523	3	12323
50524	3	12332
50525	3	12332
50526	3	2239
50527	3	12339
50528	3	12342
50529	3	12342
50530	3	12342
50531	3	12342
50532	3	770
50533	3	32715
50534	3	12346
50535	3	12352
50536	3	12352
50537	3	12352
50538	3	12591
50539	3	12352
50540	3	12352
50541	3	12352
50542	3	12353
50543	3	12353
50544	3	12352
50545	3	12353
50546	3	12353
50547	3	12353
50548	3	15957
50549	4	12359
50550	4	12359
50551	4	12363
50552	4	12363
50553	3	12365
50554	3	12367
50555	3	12367
50556	3	12367
50557	3	12367
50558	3	12367
50559	3	12367
50560	2	12368
50561	2	12368
50562	2	12368
50563	2	12368
50564	2	763
50565	2	12368
50566	2	12368
50567	2	12368
50568	2	12368
50569	2	12368
50570	2	12368
50571	2	12368
50572	2	12368
50573	2	12368
50574	2	12368
50575	2	12368
50576	2	12368
50577	2	12368
50578	2	12368
50579	2	12368
50580	2	12368
50581	2	12368
50582	2	12368
50583	2	12368
50584	2	12368
50585	3	12369
50586	3	12369
50587	4	12371
50588	3	12388
50589	3	12388
50590	3	12388
50591	3	12388
50592	3	12396
50593	3	12398
50594	3	12398
50595	3	12400
50596	3	12404
50597	3	12405
50598	3	12408
50599	3	12408
50600	3	12408
50601	3	12408
50602	3	12408
50603	3	12408
50604	3	19053
50605	3	12410
50606	3	12412
50607	3	12413
50608	3	12413
50609	3	12413
50610	3	12413
50611	3	12413
50612	3	12413
50613	3	12413
50614	3	12413
50615	3	12413
50616	3	12413
50617	3	12413
50618	3	12413
50619	3	12413
50620	3	12413
50621	3	12413
50622	3	12413
50623	3	12413
50624	3	12413
50625	3	12413
50626	3	12413
50627	3	12416
50628	3	12423
50629	3	12425
50630	3	12427
50631	3	12427
50632	3	12428
50633	3	12436
50634	3	12441
50635	3	12441
50636	3	12444
50637	3	12446
50638	3	12447
50639	3	12447
50640	3	12449
50641	3	12449
50642	3	12449
50643	3	12449
50644	3	12453
50645	3	12458
50646	3	12459
50647	2	13909
50648	3	12462
50649	3	12462
50650	3	12468
50651	3	12468
50652	3	12468
50653	3	12469
50654	3	12469
50655	3	12470
50656	3	12470
50657	3	12470
50658	3	12472
50659	3	12477
50660	3	57726
50661	3	12481
50662	3	12481
50663	3	12481
50664	3	12481
50665	2	443
50666	3	12482
50667	3	12482
50668	3	12482
50669	3	12482
50670	3	12482
50671	3	12482
50672	3	12483
50673	3	12484
50674	3	12490
50675	3	12490
50676	3	12490
50677	3	12490
50678	3	12490
50679	3	12490
50680	3	12494
50681	3	12496
50682	3	12496
50683	3	12496
50684	3	12496
50685	3	12498
50686	3	12498
50687	3	12498
50688	3	12498
50689	3	12498
50690	3	12498
50691	3	12498
50692	3	12498
50693	3	17251
50694	3	12499
50695	3	12499
50696	3	12499
50697	3	12500
50698	3	12500
50699	3	12500
50700	3	12500
50701	3	12500
50702	3	12500
50703	3	12500
50704	3	12501
50705	3	12501
50706	3	12501
50707	3	12501
50708	3	12501
50709	3	12503
50710	3	12503
50711	3	12503
50712	3	12503
50713	3	12503
50714	3	12504
50715	3	12506
50716	3	12506
50717	3	12507
50718	4	12509
50719	4	12509
50720	3	12510
50721	3	12510
50722	3	12510
50723	3	12510
50724	2.1	23518
50725	3	12510
50726	3	12510
50727	3	12510
50728	3	12510
50729	3	12510
50730	3	12510
50731	3	12510
50732	3	12510
50733	3	12510
50734	3	12510
50735	3	12510
50736	3	12556
50737	3	12512
50738	3	12512
50739	3	12512
50740	2	5232
50741	3	12522
50742	4	12526
50743	3	12528
50744	2	136
50745	3	12528
50746	3	12533
50747	4	12534
50748	3	12535
50749	4	12536
50750	3	12539
50751	3	12542
50752	3	22689
50753	3	13263
50754	3	12548
50755	3	12548
50756	3	12548
50757	3	12548
50758	3	12548
50759	3	12548
50760	3	12551
50761	3	12552
50762	3	12556
50763	3	12556
50764	3	12556
50765	3	12556
50766	3	12556
50767	3	12557
50768	3	12559
50769	4	12561
50770	3	18774
50771	3	12562
50772	3	31921
50773	3	12563
50774	3	12564
50775	3	12564
50776	3	12565
50777	3	12565
50778	2	77
50779	3	12565
50780	3	20072
50781	3	12565
50782	3	12565
50783	3	12565
50784	3	12566
50785	3	12571
50786	3	12571
50787	3	12571
50788	3	12571
50789	3	12571
50790	3	12571
50791	3	12571
50792	3	12571
50793	3	12572
50794	3	12572
50795	3	12572
50796	3	12572
50797	3	12572
50798	3	12572
50799	3	12573
50800	3	12573
50801	3	12573
50802	3	12573
50803	3	12573
50804	3	12573
50805	3	12573
50806	2.1	5445
50807	3	12573
50808	3	12573
50809	3	12573
50810	3	12573
50811	3	12573
50812	2	3924
50813	3	12577
50814	3	12577
50815	3	12577
50816	3	12577
50817	3	12578
50818	3	12578
50819	2	3924
50820	3	12578
50821	3	12576
50822	3	12576
50823	3	12576
50824	3	12579
50825	3	12579
50826	3	12579
50827	3	12579
50828	4	12580
50829	4	12580
50830	3	12581
50831	3	12584
50832	3	12584
50833	3	12584
50834	3	12584
50835	3	12584
50836	3	22347
50837	3	12584
50838	3	12584
50839	3	12584
50840	3	12584
50841	3	12584
50842	3	37776
50843	3	12585
50844	3	12585
50845	3	12585
50846	3	12585
50847	4	12586
50848	4	12586
50849	3	12588
50850	3	12590
50851	3	12591
50852	3	12591
50853	3	12591
50854	3	12591
50855	3	12591
50856	3	20676
50857	3	12591
50858	3	12591
50859	3	12591
50860	3	12591
50861	3	12591
50862	2.4	6570
50863	4	12593
50864	4	12594
50865	3	22306
50866	3	12596
50867	3	21857
50868	3	12596
50869	3	12596
50870	3	12598
50871	3	21938
50872	3	12601
50873	3	12602
50874	2	169
50875	3	12604
50876	3	30122
50877	3	12604
50878	3	12605
50879	4	12606
50880	4	12607
50881	3	19406
50882	3	12608
50883	3	12614
50884	3	12614
50885	3	12614
50886	3	12614
50887	2	1849
50888	4	12616
50889	4	12616
50890	3	13507
50891	3	12618
50892	3	12623
50893	3	12623
50894	2	136
50895	3	12624
50896	3	12624
50897	2	1059
50898	3	1835
50899	3	12624
50900	3	12624
50901	3	12626
50902	3	12626
50903	3	12626
50904	3	12626
50905	3	12627
50906	3	12627
50907	3	12627
50908	3	19012
50909	3	12635
50910	3	12635
50911	3	12635
50912	3	31410
50913	4	12636
50914	3	52125
50915	4	12636
50916	4	12637
50917	3	12638
50918	3	12639
50919	3	12639
50920	3	12639
50921	3	12639
50922	3	12639
50923	3	3505
50924	3	12639
50925	3	12639
50926	3	12639
50927	3	12639
50928	3	12639
50929	3	12639
50930	3	12639
50931	3	12639
50932	3	12639
50933	3	12639
50934	3	12639
50935	3	12639
50936	3	12639
50937	3	12639
50938	3	12639
50939	3	12639
50940	3	12639
50941	3	12639
50942	3	12639
50943	3	12639
50944	3	12639
50945	3	12639
50946	3	12639
50947	3	12639
50948	3	12640
50949	3	12643
50950	3	12643
50951	3	12643
50952	3	12644
50953	3	12645
50954	3	12646
50955	2	20758
50956	2	20758
50957	3	51100
50958	2	1059
50959	3	51113
50960	3	12654
50961	3	12654
50962	3	12654
50963	3	12654
50964	3	12662
50965	3	12665
50966	3	12665
50967	3	12665
50968	3	12666
50969	3	12668
50970	3	12669
50971	3	12669
50972	3	12670
50973	3	12677
50974	3	12677
50975	3	12677
50976	3	12679
50977	3	20065
50978	3	12679
50979	3	12683
50980	3	12690
50981	3	12690
50982	3	12690
50983	3	12690
50984	3	12690
50985	3	12698
50986	3	12698
50987	3	12698
50988	3	12698
50989	3	12698
50990	3	12698
50991	3	12698
50992	3	12698
50993	3	12698
50994	3	12704
50995	3	12704
50996	3	12705
50997	3	12705
50998	3	12705
50999	3	14391
51000	3	14391
51001	3	12710
51002	3	12710
51003	3	12712
51004	2	71399
51005	3	12721
51006	3	17902
51007	3	12721
51008	3	17902
51009	3	12721
51010	3	12721
51011	3	14580
51012	3	12723
51013	3	12723
51014	3	12723
51015	3	12724
51016	3	12724
51017	3	12724
51018	3	12730
51019	3	33328
51020	3	12730
51021	3	12730
51022	3	12731
51023	3	918
51024	2	77
51025	3.1	12733
51026	3	12736
51027	3	12736
51028	3	12736
51029	4	12739
51030	4	12739
51031	4	12739
51032	4	12739
51033	3	12741
51034	3	12741
51035	3	12741
51036	3	12741
51037	3	12741
51038	3	12741
51039	3	12741
51040	3	12744
51041	3	12749
51042	3	12749
51043	3	12746
51044	3	12747
51045	3	12747
51046	2	12748
51047	3	12749
51048	3	12749
51049	3	12749
51050	3	12751
51051	3	12751
51052	3	12751
51053	3	12751
51054	3	12752
51055	3	12752
51056	3	12752
51057	3	12753
51058	3	12753
51059	3	12753
51060	3	12754
51061	3	16939
51062	3	12754
51063	3	12754
51064	3	12754
51065	3	12754
51066	3	12754
51067	3	12754
51068	3	12754
51069	3	24169
51070	3	38457
51071	3	12754
51072	2	77
51073	2	28
51074	3	12755
51075	3	12776
51076	3	12756
51077	3	12756
51078	3	51086
51079	3	12757
51080	3	12757
51081	3	12757
51082	3	51086
51083	3	12757
51084	3	16403
51085	3	12757
51086	2	1059
51087	3	12757
51088	3	12758
51089	3	12758
51090	3	12758
51091	2	1059
51092	3	12758
51093	3	12758
51094	3	12758
51095	3	12759
51096	3	51099
51097	2	20758
51098	3	47053
51099	2	20758
51100	2	20758
51101	3	51099
51102	3	12776
51103	3	50956
51104	3	51105
51105	2	20758
51106	3	51100
51107	3	12761
51108	3	12762
51109	3	12762
51110	2	20758
51111	3	51105
